ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Cluster
460011,Male,Yes,43,Yes,Entertainment,1.0,Average,5.0,Cat_5,4
467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,0
465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,0
467531,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,2
465409,Female,No,31,No,Doctor,,Low,4.0,Cat_6,3
462842,Male,No,23,No,Doctor,6.0,Low,4.0,Cat_2,3
462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,0
466265,Male,No,30,No,Doctor,1.0,Low,1.0,Cat_3,3
459789,Male,Yes,56,No,Artist,1.0,Average,2.0,Cat_6,4
464223,Female,Yes,52,Yes,Artist,2.0,Low,2.0,Cat_6,1
460280,Male,Yes,39,Yes,Entertainment,0.0,Low,1.0,Cat_6,4
460331,Female,No,35,No,Artist,5.0,Low,1.0,Cat_6,0
461494,Male,Yes,33,No,Engineer,0.0,Average,2.0,Cat_6,4
460035,Female,No,25,Yes,Artist,0.0,Low,6.0,Cat_6,3
463812,Female,Yes,27,Yes,Artist,0.0,Average,2.0,Cat_4,1
465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6,4
466333,Female,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,1
467668,Female,Yes,49,Yes,Artist,,Average,3.0,Cat_7,1
462723,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6,1
460909,Female,No,31,No,Healthcare,,Low,2.0,Cat_6,3
467777,Male,No,49,Yes,Doctor,,Low,1.0,Cat_6,0
462404,Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6,0
461799,Male,Yes,43,Yes,Doctor,13.0,High,2.0,Cat_6,4
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6,1
463717,Female,Yes,70,Yes,Artist,1.0,Average,4.0,Cat_6,1
463652,Female,No,28,Yes,Artist,,Low,1.0,Cat_6,0
462149,Female,Yes,89,No,Lawyer,3.0,High,1.0,Cat_6,2
462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6,1
465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4,1
462829,Male,Yes,29,No,Executive,1.0,Average,3.0,Cat_6,4
459210,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,1
464659,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_4,0
461411,Male,No,29,No,Healthcare,1.0,Low,,Cat_6,3
467759,Female,Yes,48,Yes,Doctor,0.0,Low,2.0,Cat_6,1
461475,Female,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_1,1
462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,1
466890,Male,Yes,47,Yes,Artist,0.0,Average,6.0,Cat_7,4
462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,4
467479,Male,Yes,35,Yes,Executive,1.0,Average,4.0,Cat_6,4
466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,3
466557,Female,No,21,No,Healthcare,7.0,Low,,Cat_6,3
460873,Male,Yes,46,Yes,Entertainment,0.0,Average,3.0,Cat_4,4
466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
459462,Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,4
465727,Male,No,42,No,Marketing,1.0,Low,5.0,Cat_4,3
462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,2
460941,Male,Yes,72,No,Engineer,1.0,Low,1.0,Cat_6,2
461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,4
459907,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6,1
467146,Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6,0
460916,Male,Yes,63,No,Entertainment,1.0,Average,,Cat_6,4
459196,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,3
465444,Female,No,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,0
464186,Female,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,1
466412,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,4
459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6,1
467880,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,1
460216,Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6,0
467941,Female,No,27,Yes,Doctor,1.0,Low,3.0,Cat_6,0
466090,Male,Yes,57,Yes,Entertainment,1.0,Low,,Cat_6,4
462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,3
467443,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,3
462548,Male,No,18,,Executive,,Low,5.0,Cat_4,3
459701,Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,3
461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,0
461115,Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,1
459027,Male,Yes,67,Yes,Doctor,1.0,Average,4.0,Cat_6,4
467340,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,2
461410,Male,Yes,79,No,,0.0,Average,2.0,,4
460857,Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4,3
464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0,Cat_4,4
460532,Female,No,18,No,,0.0,Low,6.0,Cat_6,3
463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,4
461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0,Cat_6,4
461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0,Cat_6,2
467780,Male,Yes,47,Yes,Artist,,Low,3.0,Cat_6,4
462130,Male,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,4
464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,3
462276,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6,0
462142,Female,No,42,Yes,Artist,,Low,1.0,Cat_6,0
462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6,3
466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4,3
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4,3
467520,Male,,22,No,Healthcare,,Low,2.0,Cat_6,3
459835,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,2
463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,1
460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6,1
466211,Male,Yes,47,Yes,Artist,0.0,Low,,Cat_6,4
460139,Male,No,26,No,Artist,6.0,Low,6.0,Cat_5,3
464126,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,0
461286,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6,3
461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,2
460163,Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,3
461958,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,3
464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,4
464791,Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4,2
464579,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,3
463531,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6,0
462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,4
465486,Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,1
460882,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_3,3
467162,Female,No,26,No,Homemaker,9.0,Low,,Cat_4,3
461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6,1
461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,0
459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,4
462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,4
462941,Male,No,67,No,Lawyer,,Low,2.0,Cat_6,2
459143,Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,4
464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,2
460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,3
466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1,1
465469,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,0
461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,4
465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,3
459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,4
465609,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,3
467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,3
461766,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,1
464938,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,4
462034,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,1
464049,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,3
463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,2
463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,1
462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,4
463249,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,3
464217,Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,3
463378,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,0
463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,1
459656,Male,No,22,No,,,Low,6.0,Cat_1,3
463114,Male,No,41,Yes,Artist,,Low,3.0,Cat_6,0
465309,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,3
462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,1
459255,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,0
467385,Male,No,47,No,Artist,1.0,Low,,Cat_4,3
467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,1
460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,4
467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,4
464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,3
464645,Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,4
462493,Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,4
460685,Male,No,51,,Artist,6.0,Low,4.0,Cat_4,0
460452,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,1
459322,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,0
464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,0
461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,4
465165,Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,0
464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,4
460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,0
465417,Male,Yes,40,Yes,Entertainment,,Average,2.0,Cat_4,4
464096,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,3
464891,Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,4
460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,4
467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,0
461873,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,0
465181,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,0
467204,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,0
467320,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,3
459468,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,4
467316,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,0
466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,0
463757,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,0
462314,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,0
466392,Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,1
466652,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,1
461664,Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,4
464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,4
466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,4
463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,1
462913,Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,0
465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,1
459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,4
464508,Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,4
458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,4
459947,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,0
465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,2
466009,Female,No,32,No,,10.0,Low,5.0,Cat_6,3
466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,3
465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,1
465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,4
466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,3
463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,3
460825,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,0
461125,Male,Yes,51,Yes,Homemaker,1.0,Low,,Cat_4,4
463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,2
467415,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,0
465879,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,0
463961,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4,3
462634,Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,1
463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,0
466624,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,1
467785,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,4
461928,Male,Yes,69,Yes,Lawyer,,Low,1.0,,2
460578,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,4
460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,0
467468,Female,No,27,No,Healthcare,,Low,5.0,Cat_7,3
463581,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
463968,Male,No,33,No,Artist,,Low,4.0,Cat_6,3
465414,Female,No,30,No,Engineer,0.0,Low,1.0,,0
464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,3
462312,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,0
467971,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,0
464746,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,4
459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,4
466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,4
460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,1
461594,Female,Yes,59,Yes,Artist,,Average,2.0,Cat_6,1
462713,Female,No,40,Yes,Engineer,,Low,1.0,Cat_3,0
465163,Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,4
462222,Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,3
459342,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,2
463006,Female,No,41,Yes,Marketing,,Low,1.0,Cat_6,0
463029,Male,Yes,51,No,Artist,,Average,3.0,Cat_6,4
460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,4
464319,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,0
462828,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,3
459873,Male,Yes,55,Yes,Artist,,Average,3.0,Cat_4,4
461608,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,1
465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,4
464826,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,3
462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,0
465006,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,0
463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,4
459816,Male,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,4
459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,1
465990,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,4
466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,4
461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,1
467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,4
467373,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,0
461256,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,3
466522,Male,,18,No,,6.0,High,4.0,Cat_3,4
459010,Female,Yes,48,Yes,Artist,,Average,3.0,Cat_6,1
466537,Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,2
459046,Male,Yes,57,Yes,Executive,,Low,4.0,Cat_2,4
459335,Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,3
462695,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,4
466208,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,2
462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,4
467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,0
461609,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,1
464470,Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,4
462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,2
465255,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,3
462536,Female,Yes,48,No,Engineer,1.0,High,,Cat_6,1
461186,Female,No,18,No,Healthcare,,Low,3.0,Cat_3,3
466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,4
461385,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,2
459115,Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4,3
461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,1
460027,Female,No,37,Yes,Entertainment,6.0,Low,,Cat_6,0
460366,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,3
464106,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,4
465696,Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,0
461627,Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,4
467963,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,3
462437,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,3
467543,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,2
465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,4
463040,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,2
461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,4
461955,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,3
467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,0
459366,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,1
460689,Male,Yes,41,,Executive,6.0,High,2.0,Cat_3,4
462167,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,1
466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,4
462778,Male,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,4
466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,4
459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,4
463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3,3
465538,Male,Yes,62,No,,7.0,High,2.0,Cat_6,4
464878,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,3
467599,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,3
466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,1
463576,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6,3
464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,4
466457,Female,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,1
463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
466099,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
464427,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,4
463951,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,4
465638,Female,Yes,51,Yes,Artist,,Low,,Cat_3,1
465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,4
466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,2
464219,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,3
467098,Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,2
467451,Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1,1
465137,Male,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,4
462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,4
467459,Male,Yes,40,Yes,Executive,,High,5.0,Cat_6,4
460308,Female,No,32,Yes,Doctor,7.0,Low,,Cat_2,0
467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,0
459803,Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,0
465972,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,0
459414,Female,No,39,Yes,,8.0,Low,,Cat_6,0
466173,Male,No,28,No,Entertainment,1.0,Low,,Cat_3,3
464136,Male,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6,4
459286,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,0
463580,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6,1
466636,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6,3
461064,Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,0
461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,1
458990,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,2
461351,Female,No,26,No,Doctor,0.0,Low,2.0,Cat_6,0
464420,Female,Yes,60,Yes,Artist,8.0,High,2.0,Cat_6,1
462060,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,1
465707,Male,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3,4
463733,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,3
463960,Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7,4
462395,Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6,4
461015,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,Cat_3,4
464965,Male,Yes,76,No,Executive,,Low,7.0,Cat_4,4
466267,Male,Yes,26,Yes,Entertainment,0.0,Average,3.0,Cat_3,4
464056,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,1
465898,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6,0
465361,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_3,3
461394,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,3
466269,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,3
466213,Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_6,3
465550,Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3,3
463451,Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6,3
463877,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,4
459499,Female,Yes,81,No,Lawyer,,High,2.0,Cat_6,2
463876,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6,4
465448,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_2,3
463041,Female,Yes,43,Yes,Artist,,Average,4.0,Cat_2,1
459325,Male,Yes,26,No,Executive,9.0,High,4.0,Cat_6,4
467233,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,0
465264,Male,Yes,88,No,Executive,0.0,Low,1.0,Cat_6,2
461811,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2,0
466370,Female,,48,Yes,Artist,0.0,Low,4.0,Cat_2,1
465368,Male,No,18,No,Healthcare,7.0,Low,3.0,Cat_1,3
461245,Male,Yes,39,Yes,,5.0,Average,3.0,Cat_6,4
467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,4
467879,Female,Yes,51,Yes,Artist,,High,4.0,Cat_6,1
461499,Female,Yes,25,No,Engineer,0.0,Average,2.0,Cat_4,1
465936,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,0
459748,Male,Yes,46,No,Executive,0.0,High,2.0,Cat_6,4
466376,Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,2
460215,Male,Yes,48,Yes,Entertainment,9.0,Low,1.0,Cat_6,4
462076,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6,2
465756,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,3
463573,Male,No,29,No,Doctor,1.0,Low,2.0,Cat_6,3
463455,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,4
460841,Female,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6,0
463959,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,0
461792,Female,No,23,No,Healthcare,6.0,Low,5.0,Cat_2,3
459118,Male,No,21,No,Healthcare,,Low,8.0,Cat_6,3
462791,Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5,3
460852,Male,Yes,74,No,Executive,0.0,Low,,,2
463102,Male,No,41,No,Entertainment,0.0,Low,2.0,Cat_6,3
463302,Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,1
462659,Male,Yes,25,Yes,Entertainment,8.0,Average,2.0,Cat_6,4
463408,Male,No,33,No,Marketing,2.0,Low,3.0,Cat_6,3
462071,Male,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6,4
464806,Male,Yes,25,No,Executive,1.0,Low,2.0,Cat_4,3
463664,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_6,0
467795,Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,3
459141,Male,Yes,28,No,Artist,0.0,Average,2.0,Cat_6,4
465900,Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,0
467265,Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_4,3
464490,Male,Yes,85,Yes,Artist,1.0,High,4.0,Cat_6,4
461920,Male,No,30,Yes,Entertainment,0.0,Low,,Cat_6,0
460411,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,4
466491,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,2
459062,Male,,48,Yes,Executive,,High,5.0,Cat_6,4
465248,Female,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,3
463308,Male,Yes,53,Yes,Engineer,1.0,Low,2.0,Cat_3,4
463478,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,4
